"","T.cells","B.cells","Monocytes","NK","DC","Neutrophils","avg_logFC","cell"
"CXCL10",0.0093995280363566,0.595353923614862,21.3113543752545,0,50.2499019999571,0.28272062942788,Inf,"DC"
"MS4A4A",0,1.4632054365825,23.6093194984491,0.428261523322105,196.976352569645,0.0590982517409704,Inf,"DC"
"MARCO",0,1.43618236499061,22.1614327545432,0,66.1083545906546,0.00895850380539044,Inf,"DC"
"TSPAN15",2.67618864062873,0,0.0645092465811874,0.861477473398183,18.685587724557,0,Inf,"DC"
"IL4I1",1.17952167093399,0.661327000902072,4.44705255691935,0.494184808985852,83.5945421578163,0,Inf,"DC"
"EGFL7",0.0108794836361364,0.208685748350501,0.736238580705883,0,3.71053614241161,0.0121328737825524,Inf,"DC"
"CRHBP",0,1.38209701591871,0.995070487963305,0,9.916091589382,0.285525337513357,Inf,"DC"
"MPO",0.00100056120176473,0.552979674560813,5.64933431760582,0,19.6627805370952,0.0919629438862446,Inf,"DC"
"HOXA9",0.107824618798816,0.165502559075496,0.745447385021464,1.5827267564473,57.739956392436,0,Inf,"DC"
"ARMCX1",0.773004738634561,0.174668475234766,3.15181225832902,0.198213032771018,85.5656983029825,0,Inf,"DC"
"HOXA10",0.162420126570257,0.356119592754107,0.318247555320287,3.71447629214539,15.4321157595117,0,Inf,"DC"
"EPDR1",0.424088405471812,0,0.142934808234731,2.72056238454099,23.2737456817784,0,Inf,"DC"
"NT5M",0.431942133306987,0.419789259724755,3.51927723206218,0.778064113076447,53.8111902710146,0,Inf,"DC"
"SCD",1.5864275207494,0.938641498479995,1.13623232117945,2.39777724621962,67.1917343368035,0,Inf,"DC"
"GUCY1A1",0.00931067796232742,0.621998041420367,2.66905000277643,2.60681262167006,50.3632039991694,0,Inf,"DC"
"MYOF",0.000482107604149426,1.86302975816156,34.7806172906104,0.0539726068704272,302.384157115603,0.0135509710925877,7.8490291744304,"DC"
"IDO1",0.0312985162373019,0.185125776829855,1.8308910195627,0.556324766266164,568.554202691047,1.12360652715359,7.34628886616514,"DC"
"EMP1",0.345157977735619,0.151124592738894,3.04450036343226,0.0867367427344973,192.644769804351,0.0127411758106495,6.99042011308224,"DC"
"SIGLEC1",4.42640264539902e-05,0.680010217956681,21.7791397463575,0.333305721272199,152.12308668804,0.251777550336266,6.9862774812508,"DC"
"PID1",0.0886779451307576,2.50154989142829,34.886629487035,0.174239234217578,669.161248462633,0.0680886113088607,6.9836253107291,"DC"
"CD1D",0.00352757978931005,25.5309061959892,111.80130216137,0.77137670053241,1589.05046426054,1.16414272275792,6.93051668520813,"DC"
"GRIP1",2.65164017894371,0.246756112934256,0.552872133098047,0.230326683281432,469.811364783289,0.287736344123469,6.89848571803774,"DC"
"STAB1",0.0018570824765057,2.01559782479174,49.0526617896698,0.0520612039417506,153.494877850889,0.0100738330520951,6.88328470768267,"DC"
"FPR3",0.0653465561929114,0.32941652785074,4.7940628349844,0.197957504621574,184.395665297829,0.0162573488915724,6.81908734569081,"DC"
"P2RY6",0.131567097734769,0.401053197742406,2.05286648923456,0.585933503756987,307.949217568461,0.0736576343622722,6.80304266280089,"DC"
"SLC46A2",0.00179596269902063,2.15610461850078,70.1760589412364,0.0550168792098366,201.067648974575,0.0659091568651042,6.68814077993695,"DC"
"LILRA4",0.0108711113927962,22.4588624093958,1.46279070688112,2.1771696280275,566.899224929041,0.409467395142601,6.56907901189093,"DC"
"DNASE1L3",0.205222570254943,1.21261476683498,0.463615491321549,0.752127021486938,258.812408757393,0.0897355737593588,6.52716730895511,"DC"
"CES1",1.09742536141931,2.23400279544605,72.0538495139741,0.879903045731898,1034.92244484477,0.0518561011306803,6.52469190598666,"DC"
"CLIC2",0.50521618882886,0.972758521765108,4.54105849592645,0.943916722226904,635.486976009298,0.340460582749406,6.5208718713714,"DC"
"KLF4",0.134471694047262,5.34795064377682,62.2593480431051,0.512606402914379,965.516084547454,0.76607151502502,6.29928399253694,"DC"
"SLAMF8",2.91906937041406,0.185023015751399,2.98785182702653,5.00597457414987,339.226007827359,0.0138333578614656,6.26496572942553,"DC"
"KCNK17",0.056733253306557,0.147007421875119,0.0389023159928776,0.310589714198528,40.4670765121041,0.0271002657776083,6.26266125552968,"DC"
"IL1R2",0.108125619951212,0.324133302795317,4.05918456572626,0.0678980940975732,535.628076591212,124.848320986089,6.24598556079026,"DC"
"TNFRSF21",0.0314208591456004,0.785287612661291,0.864459763299258,0.573328735095568,96.6482679146246,0.0244793677282774,6.1938502305696,"DC"
"EPB41L3",0.794713616669282,2.52090109935538,50.7662489374214,0.543772105095729,737.918884211045,0.193138173221331,6.13013385906422,"DC"
"GSDME",0.465945616401752,1.30253313686603,3.09038151870503,0.345327199181064,124.351842193222,0.00371057417358547,6.0292974698802,"DC"
"CD33",0.334768145505053,11.562084582247,227.811755522839,3.53216208953354,2907.04697702351,5.4558102241245,6.02678805058305,"DC"
"CARD9",0.0845829132190796,2.46549417670565,67.1245470830971,0.26639544244576,528.449292783296,0.92769235219901,6.02172875527987,"DC"
"NDRG2",19.8062738044104,10.2201086306302,10.3969032586473,10.2685667168176,3359.15368257795,1.7140331230052,6.01548422955592,"DC"
"KCTD12",0.130452242096292,1.2387448309792,21.2387656893395,0.0950817236606818,356.198190912343,1.56000869145102,6.01051698790309,"DC"
"PLXNB2",0.502005916134242,6.46428976553546,109.631507943774,1.2316791362209,753.278202587103,0.0863198912999509,5.89784306640994,"DC"
"CD300C",0.0421540489523493,5.15090846315022,90.0193165096121,3.86517249687442,755.002569306201,0.678473409530102,5.83934732083628,"DC"
"KIT",0.391019451894817,0.0442960462329774,0.0164117563966042,3.38892917882527,45.9597180767321,0.0487833493739299,5.82085879987165,"DC"
"IGF2BP2",0.0457367162809256,0.865029132097359,6.91149658679029,0.86778622245516,123.283535943549,0.0487585223732493,5.70635586117738,"DC"
"SDSL",0.111884520226087,0.350487893882671,3.84389714389198,0.72388923410416,110.36599387556,0.0832077935719301,5.6441543681391,"DC"
"LEKR1",2.10677411430389,2.75047170415474,11.7236045542962,0.852262751614468,414.560173604857,0.133959388668226,5.61752700760876,"DC"
"LILRB4",0.386503090851204,5.82227438316251,81.8982917851746,0.785886723214693,901.106211719937,2.73782549182942,5.60706811941042,"DC"
"CD300E",0.112472095877158,13.6670219588259,299.763776525456,0.84247240754773,686.5102287693,0.340890666274935,5.55455661398146,"DC"
"RIN2",0.0823149256519618,2.42848517889897,43.7733911138877,0.119470358241973,190.437692113306,0.213180524670022,5.54956745603852,"DC"
"PHETA1",0.918568705152702,3.66943202444045,5.83365326390923,1.91646757715754,200.854806514331,0.00905184720669546,5.51769449022411,"DC"
"ACP3",0.116548014269389,2.67442187977539,33.6834358349931,0.560828728187995,451.267311597489,6.54648519027796,5.3816846604918,"DC"
"CSF1R",1.29490092951784,20.2247228576355,399.31249671031,3.51839406324373,2693.78059010598,12.5059747730954,5.29084182466988,"DC"
"XCR1",1.33851781503254,0.0436045935912574,1.15886024812401,3.85606890470656,130.955704843714,0.609646107983431,5.24262339516874,"DC"
"FAM124B",0.330716758644131,0.172281416412545,1.11307848842723,0.594514322240263,45.6388309987527,0.0248391865956676,5.21542543751289,"DC"
"SGMS2",0.118714166339072,0.784614467511304,12.13412449038,0.201042390787857,83.2862349560582,0.116930351720095,5.1478820999476,"DC"
"STEAP3",0.0766005560011693,1.11061639983663,7.64390368966809,0.967916805143146,90.4595955720792,0.0674021714617101,5.13690619827033,"DC"
"ADAP2",0.16277697812017,8.01462985120745,55.9379682429715,0.551335467404668,337.165763513145,0.811088780267082,5.12350506122141,"DC"
"MAFB",0.00313565625478787,1.13629831976516,46.703161799079,0.129573617688726,72.2930213546783,0.834862823233096,5.08419219529873,"DC"
"LRP1",0.810879390535996,3.70317982896523,55.0816660810263,0.480553351638366,286.336954148776,0.231241981605249,5.07491623224965,"DC"
"GPBAR1",0.36968370644177,5.67318496365504,100.692327007991,0.952087572966835,412.899373039068,0.610882383120953,5.0610511747439,"DC"
"ADAM28",0.311510320157013,374.703155952166,13.6877959212421,14.1814696754643,1601.62293373993,5.46086505363154,5.03360086439206,"DC"
"FSCN1",0.271978934379245,0.684665757128447,2.66289390365785,0.337882279264953,89.051779829713,0.448361505389472,5.00694897118317,"DC"
"CRIP3",1.03121209931106,12.8809076348648,0.484653181389412,2.12121750160228,188.66372990784,0.236733886944172,5.00530003010799,"DC"
"HLA-DOB",0.831787264231378,315.840810448348,1.74697084965183,1.04460359311822,457.120782539469,0.614453121473362,4.98783606217193,"DC"
"PLB1",0.58858358267,1.58067390546734,32.49100412287,0.780577311714421,403.957512442352,8.08879901377638,4.9510023102812,"DC"
"P2RY14",0.51790324973144,15.9517300403283,0.931443197480632,1.09090459272512,282.146119094347,4.43202115652875,4.91913641649608,"DC"
"KCNMB1",0.542861612171517,1.42626645201226,10.4305993362557,0.797651498909407,150.192468757902,0.297811872519384,4.88161234649145,"DC"
"DTNA",1.23893019571637,1.99355588730128,3.02664221030762,1.49641715494937,188.550103432438,0.53733789739007,4.88065026336574,"DC"
"SLC8A1",0.0404899461946406,1.14004653215115,21.8966552910441,0.200006155521894,144.903577183544,8.54414258103946,4.8667604893162,"DC"
"C1orf54",3.19994124006832,2.8107416897663,2.10295559031313,1.29696274952891,160.809565835949,0.122430640251109,4.86027300511282,"DC"
"CLEC11A",0.230311741544002,0.324556581569814,2.43741987019739,0.32777769181485,38.8795462316129,0.0479640397170324,4.83154835322169,"DC"
"PADI2",0.0336590142651456,1.42518193428891,26.257340894068,0.398956691914705,230.68925296677,43.0288510568662,4.82632375122804,"DC"
"TRIP10",1.56024712179641,2.30254114211162,1.18281650821352,0.922934245386456,79.8232775202008,0.0292281456496575,4.81302803728912,"DC"
"FBP1",4.2965767455801,4.96104121290129,63.3606595206094,7.41200229456187,798.337305551115,1.18367285232014,4.80653115554433,"DC"
"PEA15",10.7238685665728,41.1943363672095,75.2131338967096,20.7353285529241,1392.0478095227,0.281350746375249,4.80357431190578,"DC"
"ALS2CL",9.24835027866009,0.284956362349653,2.30435334063196,0.0290153035124796,38.2886620735809,0.0190642813182399,4.78436274505968,"DC"
"CLCN5",0.456824304117688,0.898757323572007,3.10787524238235,0.777060281781325,74.1002784901194,0.101962866796168,4.76374794644634,"DC"
"PLA2G7",0.167043365549826,3.19098531055033,32.2863335883469,0.293943101256159,103.259743934645,0.106750302455213,4.76047958114763,"DC"
"MS4A7",0.469415396469315,32.5897328648123,319.925473869349,3.87387421472936,707.24143849047,0.481402087013522,4.73756793441372,"DC"
"CLEC17A",0.117017789698681,79.0507221410312,1.70315597336367,0.122696142629865,170.540256150829,3.98270229754703,4.73075946137408,"DC"
"ALDH3B1",0.493693062280355,4.74111275341274,87.9870056066206,1.40203714865204,502.61395119759,6.75272768401329,4.70472387683568,"DC"
"TPM2",1.16769115447609,0.338887178158426,0.272095590193812,1.04597164560459,44.8719775360382,0.102815505971598,4.69552034978001,"DC"
"CNRIP1",0.0734526310296477,0.102553534597641,0.33087915522769,0.0898849610213906,13.0847654551665,0.122770842586114,4.6716780733789,"DC"
"IRAK3",0.0679220687944446,2.16216325679345,51.4184118303742,0.31968649750484,179.170455504032,5.62985844639649,4.66646139697507,"DC"
"NRP1",0.444352701835403,0.695629177930558,5.26425214817645,0.6677806069793,73.3040411488693,0.156274336863152,4.64923052993161,"DC"
"PLK2",3.94284084395127,10.498372093627,14.2291549791952,9.25195977962836,809.229677507133,5.30492464434579,4.64170564212557,"DC"
"TCN2",0.365835401004234,2.07732045350317,29.3218476386366,0.124896991132839,69.1378959040201,0.0486375560540953,4.63606006168077,"DC"
"SPINT1",1.0925229112307,12.2444825924231,41.5116137800073,1.00695322533844,523.602772483074,6.52361487617782,4.62035410774841,"DC"
"CTSZ",0.552929326426907,6.71808838949515,12.4989774131407,1.05155450768889,223.951135263612,1.08393185227184,4.61766988525873,"DC"
"SERPINF1",7.21008987274684,22.1933737106081,8.66473635656767,5.35497419555854,654.838366209979,1.58990645244606,4.60914088799709,"DC"
"ASPHD2",0.54977579863705,1.92095834973103,2.30436549231855,0.668058033573,78.3755669974708,0.192686439860068,4.59364952623699,"DC"
"C19orf38",0.315964034852195,8.07840776826847,113.802494188253,0.978854737601531,567.919949030545,22.4316712204407,4.58985363876997,"DC"
"LGMN",8.84531080414247,37.0984488433276,6.29901618802413,8.30053629394468,867.773756863653,3.09682956010494,4.58982001647741,"DC"
"SCARB1",1.38832125485535,13.1981739708616,16.372978136263,1.7554449399347,354.091150135759,1.18709499014928,4.58194685377845,"DC"
"DSE",0.972937856490783,5.79737360921494,9.35018753419941,0.943795592002127,238.03059774268,1.83018614999565,4.57001156029983,"DC"
"RCC2",6.94017270806166,13.2980042299908,14.932674870644,9.76112137491605,382.512325135072,0.0781037370354707,4.55532441585341,"DC"
"TST",0.278257154631134,0.686681906768943,5.72697919080585,0.708046113585331,101.273960935954,1.84545394044711,4.54631458079236,"DC"
"RGS10",29.5806942664776,7.25363488257531,18.3958152639423,2.0490759215396,424.410659736298,0.245487794559401,4.53197578091805,"DC"
"AFF3",3.67118211858347,164.141583449972,1.27899811846848,2.73406536224662,334.940108562942,0.315644005218477,4.51395783284255,"DC"
"OSCAR",0.348289380843722,4.57049157537631,86.5115239525582,1.0199069740806,406.936797132773,13.3230297760764,4.50178141871216,"DC"
"NLRC4",0.143368440668535,2.70873909879104,30.5861888158153,0.351342224690222,156.559124297772,3.86326082984731,4.49739144436151,"DC"
"ADAM15",14.9195174694279,21.2491869672055,97.5210117105662,29.7536109180299,1433.36555047676,1.15214756074233,4.49305351146615,"DC"
"FAAH",2.70202211876758,4.53595723754668,20.4068125369102,2.50678808111341,255.831814068065,0.386763585552799,4.44632705634587,"DC"
"SLC29A3",7.39027887685789,6.70449919578095,20.970005430824,8.74109298377892,379.013948093263,0.22190384463671,4.41586070436593,"DC"
"LMNA",52.4538851069585,12.3072461576414,21.3639073116535,10.6393862223552,1283.50836732984,6.42556788391785,4.40601785026018,"DC"
"PRAM1",0.696364807489379,7.05359546082434,129.696625796816,3.51869832084818,702.897927839072,20.9464476206178,4.40382885758542,"DC"
"LOXL3",0.233366974303516,2.11772773442149,17.6051486055938,0.268004230515965,94.7150195280931,0.898093696171999,4.40304086350664,"DC"
"PTGIR",1.34110250838561,2.20839522660311,20.0335522430465,0.952360028773392,138.253575932791,0.248240612196616,4.40088996451206,"DC"
"HYAL3",1.73659736127955,3.38067164601124,2.40085521031278,1.78318403990673,73.3408131700905,0.0254442129610101,4.38452511532504,"DC"
"TLR10",0.173822702916502,134.35587035085,1.87875004426062,0.765625170150963,201.592281227633,3.12227028526208,4.37567182871544,"DC"
"SERPINA1",0.749153751739112,63.2252570725119,1486.58850882554,3.8538688591729,3479.52445646151,618.331503934868,4.36700405890022,"DC"
"KMO",0.221854849159104,56.4520676005228,17.3965963727682,0.321327818918389,125.047861689859,0.14999837097921,4.35839450343965,"DC"
"CTNND1",7.59296532018634,24.412254123553,64.2049225775881,6.7307941981415,975.312426534147,4.33966475428445,4.33098234601683,"DC"
"VIPR1",11.4793136609988,1.02627522214886,17.8798828810911,0.167268890850562,99.9958745472784,0.150397828125454,4.2716219632874,"DC"
"COL9A2",0.577223407329545,3.23904503396185,2.14179339396296,0.859336572742958,99.5183820421432,1.67304817890368,4.25025261889367,"DC"
"DUSP3",5.8776786123388,10.2370485114537,51.642467130981,6.953423560773,632.086437192585,2.80046223989047,4.24691851180248,"DC"
"SECTM1",0.24533435322672,1.5285480426177,49.680559955234,0.149595281912865,158.501880974155,24.8809019661611,4.21795096498409,"DC"
"SOX4",0.57207369918801,1.35338515442774,4.38642417843933,0.40945663261165,36.3531030194493,0.0319168440080876,4.21626152259441,"DC"
"SH2B3",4.4569573784931,8.4255676968611,22.5622135312732,7.07665288862911,487.859856394582,3.5890822653467,4.19468592502566,"DC"
"VAV2",0.181597154399398,19.9260802958925,5.65319740040686,0.57698108530268,58.600764004145,0.0494391158827767,4.17848231157071,"DC"
"RAB13",0.621093374968053,1.82382533524056,3.78083853544659,0.822340196299731,62.4765697978238,0.239569097668396,4.16877288313444,"DC"
"SLC31A2",2.93422963478242,9.87811407846841,238.847964123315,3.5042007493469,1089.01316399199,56.1271359833682,4.16819208375729,"DC"
"TTYH3",0.837815515961028,2.31707066799267,17.2399424422598,2.20733198461859,124.035898173932,0.362326388077829,4.16314102286703,"DC"
"LILRA5",0.465960652632105,13.4548328026306,298.860478565524,1.96035973667914,784.024702122858,74.4437289765212,4.16067400161687,"DC"
"BCL7A",2.87584229590977,42.07624128677,1.15378892779557,1.24038080831978,139.429262299493,0.320949415269921,4.13399203744357,"DC"
"SNX30",2.37706335166994,4.09216840038569,16.8069618588903,2.26683531427864,212.590457588143,1.27387715033784,4.12793080335392,"DC"
"CD163",12.0228697294999,25.3980069247886,183.590230015712,13.204608452771,1196.51324026704,3.62795450920439,4.12648247295221,"DC"
"SLC9A7",0.880547440077809,10.3355016328788,1.08158530523106,0.630874330207807,76.1720504210361,0.472404038097519,4.11774823248697,"DC"
"DAB2",1.7860803812133,1.81660041825871,6.63482677731927,24.5341854866667,182.815310574065,0.462155502023013,4.10896910919093,"DC"
"APP",10.4756314278672,19.775330062208,61.0545041468885,4.35884060035853,532.972007494859,0.977554276257804,4.09951719095475,"DC"
"CD2",224.062023815573,2.43846842440147,0.932560946275177,169.982627095103,404.207680936802,0.161775956752167,4.0924036805,"DC"
"ZNF385D",0.0345511966638643,0.0690752627713261,0.0186982921012443,0.0587911493146013,2.10429284560555,0.0210218217782658,4.08661006920777,"DC"
"PAPSS2",1.00052158772518,1.58197745966581,12.1600972738702,1.35550828577406,103.625192663249,0.621468445979221,4.08360781037542,"DC"
"KCNK6",6.96170119032695,7.13188276033412,14.9387686213701,4.85921592394969,375.595926940605,2.83359176243464,4.0822376915878,"DC"
"BLVRB",2.95664305628914,13.1008952392257,60.3612628906369,3.25238060719784,438.055817395898,2.92152225349302,4.08063140562058,"DC"
"FLVCR2",1.54865088102252,2.92342450244105,28.3927722987131,1.3727462782353,139.828833496342,0.490573800723837,4.04823740918953,"DC"
"ADAMTSL4",0.614526049141438,1.25220916940916,24.9790873852102,0.669625642522818,139.93937179701,6.79443657086691,4.04698687066245,"DC"
"CLEC4C",0.487830134487001,2.09766344398302,2.18914408250948,0.595620607354703,61.7727760881821,1.13433624819877,4.04057415196257,"DC"
"GRAMD1B",1.31421907876644,0.263936303709284,2.78439310873133,1.23817783173638,48.6510817908522,0.415388408560061,4.02460911948699,"DC"
"SLC6A12",0.30873944241538,0.617541097421447,9.28054886082576,0.0923593464783622,41.7770254555506,1.4474525926167,4.02066850747405,"DC"
"MICAL2",1.05995670155553,1.0436687730347,7.5379784908813,1.27867510744566,104.276458901413,2.34896476771836,4.00290094102488,"DC"
"RARG",9.9095763964745,3.75379137241505,6.00979010722847,8.32940111937206,148.304623611001,0.0857634509727469,3.98461102510693,"DC"
"MEIS1",0.555610195509697,1.23559974641221,1.26664125407766,12.9007381013651,58.5381136003086,0.14219090036812,3.97629072748065,"DC"
"CIDEB",5.06647922020396,4.23005244456023,16.9321827167688,11.3190877800455,356.430448591431,3.26121962308513,3.97560545067131,"DC"
"LYPD3",3.50991778712207,0.531489153485626,0.370563725009752,0.189246794057387,25.7602777091376,0.216985800720571,3.96120096478432,"DC"
"TRAF4",3.54088104518619,31.4739931687826,1.94599818232304,4.3868012844411,158.889020600556,0.283537747372154,3.94870546935965,"DC"
"ABHD15",2.38669577899318,4.46456428665691,1.14563680507474,6.99844480194145,47.7214227362716,0.00913946859963227,3.91486499554141,"DC"
"ASRGL1",2.20999455820419,5.14799844925537,28.8007992975186,3.50971597659948,206.895536494151,1.06234297723893,3.9106113867782,"DC"
"NIPAL2",6.22285585463227,43.8854412452614,24.0696351331187,26.7686162907321,305.21895547411,0.050338582722756,3.90322752799054,"DC"
"NFKBIE",1.21613300074319,4.83391101122937,10.8488842085164,2.22651624564844,163.405699672525,2.77572105957678,3.90088747151189,"DC"
"CD72",4.61968997801285,166.444195979075,3.232229530405,15.898568096188,251.481414921254,0.0890046025950916,3.89430474968133,"DC"
"FAM156B",4.43729324684761,6.86926935850667,9.08500842147271,5.01300835716691,213.172783550444,1.12649078659067,3.89112873808661,"DC"
"FGD4",1.05653249745067,5.84336422071152,32.9176971501576,1.53872889702769,240.126343906195,9.22922171458213,3.88763704946764,"DC"
"PTPRS",0.306905559745959,0.602083668075132,0.437550542610994,0.314856675671193,17.5285661645247,0.235758129498954,3.8869766486446,"DC"
"SYNGR1",11.4567018898548,8.37692111050477,8.62518857831001,62.3894192824288,195.868325319379,0.0206413844171329,3.88310650921096,"DC"
"PTGDS",8.83013511171602,2.10326025372587,0.389874498755907,56.5770372483958,134.340237193983,0.503271110716524,3.83463456489403,"DC"
"SIGLEC7",0.474192650496373,4.25536982524558,69.071391076006,76.2927233373244,530.027415147313,21.137153677278,3.8083706145169,"DC"
"SLC24A4",0.263876018880515,1.76107268579624,30.8855397336191,0.294499311794694,66.3514097483642,1.76544131293848,3.79299353190501,"DC"
"CPM",3.32603932938209,8.17080388591124,36.7632457820613,4.03455332011286,254.552646792279,1.57194921242728,3.78869566328086,"DC"
"BCAT1",1.03475465473987,5.45238509899043,9.52751667859198,0.958140564346894,87.3958026880529,0.649990359543271,3.76827864382306,"DC"
"DPP4",35.9205709252922,0.493519473424397,0.529820266139693,1.85411924300516,47.7501104529981,0.102575844651322,3.74995003974767,"DC"
"CLN8",6.06067086037867,19.2358175207863,11.2854275222477,7.73350398493502,218.813257308534,0.369141651189319,3.74199984881749,"DC"
"ANGPT1",0.148052412744156,0.305581414023335,2.27168100617335,0.12432552862049,19.1665243831043,1.67921063976374,3.72151243106465,"DC"
"ZNF69",2.9165998016636,2.21572393681145,2.07607365313587,3.32565298903265,67.4878974963656,0.269565956952814,3.71450829037489,"DC"
"USP13",1.56605003342839,2.1076957493995,0.776318232404395,1.28285969687042,22.4252449261904,0.017551211754705,3.68070362495695,"DC"
"RCAN3",37.6254061263483,9.43431767250705,3.33076288677091,0.351549965835354,67.6774971220728,0.0351489843992783,3.67841938047819,"DC"
"SUSD3",57.8697318628249,52.4604516041565,8.70981380000244,1.06194177901052,279.192868643559,0.626679316140824,3.67680617833781,"DC"
"SRGAP3",2.4250398181158,3.26490653031125,3.90855959624482,1.79726168830874,76.7663151015503,0.500231886165789,3.67560019816545,"DC"
"GPRIN3",6.32074730964957,0.387320529353788,1.57134647557398,5.74906619038596,38.9318549791012,0.0455398336585785,3.6603853681082,"DC"
"SCML1",6.25375066031768,3.65234581862245,6.01987705175641,1.02211388757341,84.329338032819,0.399279416150783,3.62925042745373,"DC"
"PVR",0.408717550526434,0.26134422823742,16.3961751133165,2.00151901643693,50.6346818072194,1.34418642719677,3.6146176285114,"DC"
"CDYL",2.63774036965707,2.8704487343774,2.42505402236449,3.67392331999896,57.6746375698849,0.133937027230233,3.6145936435295,"DC"
"SORT1",1.59523759385472,3.2784393231821,21.9981407971124,2.42670788399063,144.56721432698,3.23642035323665,3.61247423670124,"DC"
"PHACTR2",8.70009268568632,1.92300710018317,11.6466181374641,3.94402190082517,151.676009582936,1.53535921731272,3.60710572036308,"DC"
"MSR1",0.786950380146463,2.21134896293562,17.9092365614574,1.56633565823593,76.2535863431506,0.918502628265859,3.57345292248264,"DC"
"SLC7A7",4.08744295584907,50.9753675080721,434.82922848195,5.65178578730266,845.324625478912,15.0043385146098,3.5688154378374,"DC"
"PLXNA4",0.457810493054743,0.125532543075379,0.0901154288995276,3.01907491359819,7.62893790892755,0.0319706668430228,3.55217665187637,"DC"
"VEGFB",1.59922385688075,5.84884119450074,0.0675589774465635,1.90671867476886,18.067844750635,0.0332378274307643,3.53766886989468,"DC"
"HMOX1",0.501522710833223,18.5902407988194,114.068192148086,5.21035252719561,276.654447015603,6.9345401542357,3.51147142874751,"DC"
"TRPM2",0.853565302585997,2.79135214970775,18.1059336080734,4.43169623342471,95.3664118473208,0.990667610959069,3.50895867958114,"DC"
"UGCG",12.1288496088583,32.0892552493877,3.52834039888896,7.64176907308251,239.123883945097,2.02681454079719,3.48397571163442,"DC"
"OSBPL1A",4.10410921721135,3.68157411720418,15.1132917607383,2.75333528252656,130.487371639113,1.67026970350801,3.47993608206302,"DC"
"BTBD11",2.72088635289655,0.171962264185327,1.57546619963372,0.614879292755205,26.8446502775035,0.890127148294972,3.47160486943592,"DC"
"NLN",2.44749317901155,6.94858796313014,24.020778778054,1.82616607647865,114.078823145911,0.783374097286898,3.46277047635299,"DC"
"IL1R1",0.541149357103496,0.186290877166641,0.678808685811981,0.158946185698727,17.5893486143255,4.88137953122965,3.45443024672312,"DC"
"FCGBP",3.58370542753778,1.01212660979824,0.175415791856261,3.56953217178755,11.5616936972271,0.00306727409204297,3.44103270296206,"DC"
"ICOSLG",0.656932080298281,6.70494309244989,1.09004360900491,0.215990028794848,18.5301573057406,0.0814581470251641,3.41365970365513,"DC"
"AK5",8.73515500066293,2.85230796471225,1.73330489207092,4.96706229450616,38.9478287727823,0.0166037344429936,3.40818002069153,"DC"
"CACNA2D4",9.79641317015636,3.15541214174046,26.0497795145876,17.49249975321,181.006915776213,0.571861501076411,3.39972354039433,"DC"
"ANKS1A",1.17873116791568,1.52860416039281,2.796777455502,1.60546588090039,41.890076503589,0.690357460305975,3.39102303015722,"DC"
"NOPCHAP1",5.19618709446061,7.67016845109356,4.82931745991604,5.81096707136888,138.585463262859,2.00894859215259,3.38802173233787,"DC"
"PHC2",2.37397427323254,2.01930188500583,8.49480986065885,3.49111183247721,143.805617191044,19.268454578551,3.38537006208215,"DC"
"SLC22A4",0.109342282458897,1.22362015344869,16.5165539724804,0.100504036267715,42.2326948357028,27.0840718902957,3.384336029513,"DC"
"GAA",14.6001526703541,30.4578894881392,206.782000588599,21.3384054512648,1052.86515852315,30.0455563804863,3.38081736104897,"DC"
"CHAF1A",1.49325662523379,2.83759798456072,3.32075572720227,1.95430892335021,44.4115800032968,0.288836887461873,3.3790496113331,"DC"
"EEF2K",3.72703113283478,4.48635394258014,2.44992397763038,4.51499756486986,58.571209697411,0.186660617593656,3.36191312216038,"DC"
"CALML4",0.881778232326845,2.02179741148785,14.0033941347323,0.680552121062565,55.6750377928703,1.6392441515386,3.3541606209815,"DC"
"TFEB",2.51538713827054,69.4452578010559,29.4563736980024,8.67078011026907,413.734419623033,18.2796360746397,3.30289982119181,"DC"
"TEX2",4.56434418585497,4.10693522707393,5.04793031004421,7.49772286156941,85.0912536725808,0.463509296236343,3.28460410445065,"DC"
"TNFRSF8",0.0815403631178647,1.23281685323649,27.9249811609429,0.264480973330156,31.8630962110886,3.56849908305622,3.26658341446212,"DC"
"SLC31A1",4.25575507794186,5.47146614361309,27.5753784248273,6.23110080597654,168.353675724098,2.84984121349085,3.25775530014223,"DC"
"L3MBTL4",0.191912622736954,4.00322830747635,1.69012600616603,4.88211031738088,22.7529867030177,0.0820948414605485,3.25531910650348,"DC"
"PRKCA",10.2680918137435,0.966225012332765,3.46781730179764,2.92424356488482,45.9001799554675,0.18213806656871,3.2448183164211,"DC"
"ARHGAP22",2.8512637164005,8.37812430828965,6.79193973227614,2.34978479425829,84.6687796005265,1.04820918765153,3.24064096188141,"DC"
"TTC21A",4.11861046562039,56.9655600723249,11.8215895356239,1.06561207364459,205.531652981305,12.2507110912606,3.22619534459764,"DC"
"GPM6B",4.94885171963921,5.58250144101338,0.526408052664455,3.46785944603918,38.4754266946182,0.174839273495126,3.21466710979175,"DC"
"RPH3AL",1.49261133704658,1.78808383972066,2.46621501744543,2.27240348049089,38.3605973326873,0.582065691953879,3.21422633579436,"DC"
"KAT2A",5.09855393188816,25.1043442313547,2.23549287537229,5.22848254745551,92.6203258863053,0.496436591383751,3.20645238522989,"DC"
