"","T.cells","B.cells","Monocytes","NK","DC","Neutrophils","avg_logFC","cell"
"TRAF4",55.6599641775947,234.873421929196,28.30245079,54.5480586,39.85889969,48.24388624,1.67446544778663,"B"
"IFNA10",15.400695031415,78.3931231659049,13.10429637,8.565645005,21.86200716,20.7783228,1.64698165128868,"B"
"NPIPB15",440.304960603017,1808.55661335367,176.7823779,288.973686,246.2668474,1079.514585,1.6164033273006,"B"
"IL21",117.504544043806,338.788328045539,103.5720427,38.68027919,78.1233779,201.0983497,1.28054395837717,"B"
"FCN1",120.08459253355,149.943304144194,29800.42108,465.2336051,121.7194027,5370.355855,4.43600556082153,"Monocytes"
"CFP",94.0877310741966,4.58512477236437,3702.502521,33.99443636,7.548560149,2060.180409,4.36773472282651,"Monocytes"
"CD1D",18.7506201113602,270.658304250728,2785.253606,16.24955986,90.82975345,136.9215217,3.78238528097091,"Monocytes"
"ASGR2",36.844943327075,30.8328911568477,1484.961048,29.55398187,48.75909319,49.90264894,3.65944688472324,"Monocytes"
"CD33",17.2344234407137,24.0172720498497,1494.400184,13.328498,731.6958076,36.74188801,3.54650643708202,"Monocytes"
"ASGR1",12.165854395354,41.1253536732072,976.7071792,10.82390469,76.17616916,75.07267777,3.434482801608,"Monocytes"
"S100A12",97.6616500920697,193.006714172405,11149.65069,1088.208915,132.8315959,8781.768452,3.15795593369909,"Monocytes"
"UPK3A",12.5246646901591,15.0932370933588,215.8718015,10.8839878,10.60159881,18.54314925,2.79261580525072,"Monocytes"
"HPSE",136.184310799094,30.6112058386238,1285.833086,29.9724331,27.69056049,973.4037642,2.77165331399733,"Monocytes"
"CCR2",427.716679436198,410.626755076412,2908.726283,92.11909435,115.7528109,243.2288166,2.60653305514227,"Monocytes"
"VNN1",15.2415459867075,22.7963374975118,1024.700138,62.57962649,158.589962,894.8557203,2.56214546861794,"Monocytes"
"CLEC7A",125.752959017109,147.781639798537,6165.953009,143.1492688,5359.771755,5247.49398,2.33757286435368,"Monocytes"
"NLRP3",28.4377463850281,21.8895245964241,636.6292677,44.60257144,310.2780778,478.8774821,2.0281013340269,"Monocytes"
"NKG7",3568.74779828954,7.51906120077296,34.65463899,13911.17937,4.961302934,13.31565465,5.95375772242383,"NK"
"GNLY",1904.82356692985,9.87952877558274,19.94743339,21760.60028,22.37056888,118.2602821,5.84458745743904,"NK"
"GZMH",3536.22244855107,23.3340157241289,36.90093477,11889.00904,17.75887232,41.85793547,5.07534363243804,"NK"
"CTSW",2321.38760823511,16.2576269095159,16.93731154,6980.778276,16.23954329,20.49140221,5.01582446696491,"NK"
"CD247",5763.22864487021,28.375264572473,35.27406041,16099.47966,43.67897681,59.83784952,4.99925741344544,"NK"
"GZMB",833.360737253842,96.9346670747489,61.71915165,15276.85279,30.67820522,154.330993,4.85714403610067,"NK"
"GZMM",1010.29321069675,7.8968941222503,13.20630847,3771.290343,10.30937689,65.82671625,4.61812455293817,"NK"
"PRF1",4144.80180705511,207.316377405998,142.7487889,26164.60132,67.86490889,422.6697907,4.39435208785651,"NK"
"KLRF1",377.305874311317,160.27840709749,100.1145382,10475.7852,75.15348707,121.9079756,4.30900521450256,"NK"
"ZAP70",3356.80109432646,13.564970983649,38.05970681,4781.948859,19.14980044,70.04945364,4.15922655796299,"NK"
"S1PR5",20.1094162704974,7.84508448766104,6.788452669,587.6581174,6.920113656,9.352910216,4.14686172465275,"NK"
"KLRC3",291.349771262578,18.6662422806371,12.58558886,1485.991589,18.67641809,8.77366203,4.05727565723836,"NK"
"KLRB1",7449.42457912497,138.663297703012,90.24623781,12957.39238,94.79879985,322.6159656,3.73368133224838,"NK"
"KIR2DL1",8.38981716933408,7.05375323201297,5.116435124,281.9844186,4.531899492,12.34421311,3.69437880549409,"NK"
"KLRD1",735.938591301617,198.706949217889,81.02147756,7278.146564,88.95467091,195.370024,3.68248865186285,"NK"
"TTC38",181.696013900243,24.8791473221311,105.6462644,2894.462666,95.294272,47.0570675,3.67359632729868,"NK"
"KIR3DL2",15.3256433167486,11.9844349432986,11.38893073,511.2935608,10.64138208,20.01964437,3.63549541737104,"NK"
"IL18RAP",332.402233141763,60.3775673752462,92.02184739,6172.262928,88.07756471,2653.493356,3.36965289702848,"NK"
"KLRK1",3307.02495553223,609.150987540994,78.91616578,8790.503534,71.21203215,246.4439838,3.35001666671291,"NK"
"IL12RB2",90.932224574278,14.2090961420892,20.50390251,594.0469774,14.03060068,14.16736964,3.29159957751594,"NK"
"PTGDR",274.156528776423,83.3663413430046,36.25887091,1627.918557,32.57760806,79.20265559,3.09840493076503,"NK"
"PLEKHF1",635.847080224988,38.7834566829658,45.53332862,1513.840196,40.58425981,50.11176168,3.01259838203186,"NK"
"IL2RB",3275.79547848115,2091.342335031,321.9612928,18026.39249,246.8795571,1044.851269,3.00462437856286,"NK"
"NAALADL1",128.225835658706,12.277139907697,31.52382891,344.9584692,7.320372505,15.89251626,2.72966696847289,"NK"
"CRISP3",13.5857774748525,25.6799922062119,5.032005451,164.0262277,5.950386602,15.93701737,2.69549534364012,"NK"
"DEFA4",332.961353318484,348.834332883919,108.489886,3153.504694,79.53417974,453.7054493,2.68768660294462,"NK"
