Mixture,T.cells,B.cells,Monocytes,NK,DC,Neutrophils,P-value,Correlation,RMSE,Absolute score (sig.score)
3038,1.24472178113305,0.0196847014426282,0.534682556297165,0.198079701168949,0,0.382102647908499,0,0.914034133069912,0.535715019423361,2.37927138795029
3044,1.26549685381986,0,0.401744945879998,0.0683149666585857,0,0.696588530447845,0,0.913109847241929,0.49839484655775,2.43214529680629
3070,1.22424554873514,0,0.42378772325087,0.188877781448572,0,0.525556990785669,0,0.908841859821744,0.525878826098944,2.36246804422026
3093,0.994845583536694,0.0354957125330626,0.195014030218122,0.121120833006626,0,1.25144507555405,0,0.912853474321732,0.440401412359417,2.59792123484856
3123,1.22406652173653,0.0724630446723319,0.209583306622125,0.376057332456635,0,0.458355449736257,0,0.918604553202141,0.520300005072418,2.34052565522388
3127,0.967235396501606,0.00592360121089539,0.536239177660023,0.124393796023579,0,1.04943599893603,0,0.908765118767942,0.466994162081351,2.68322797033213
3150,1.19629911668037,0.00378582922727237,0.388882714682946,0.12874730549868,0,0.718522015619945,0,0.946249670327364,0.455952746987931,2.43623698170922
3160,1.03130845920966,0.000846141016878256,0.591008929571014,0.082578982191606,0,0.503390736677055,0,0.89721906173406,0.533397549085109,2.20913324866622
3024,0.908700771857543,0.055690790625868,0.404855675910648,0.314809913663778,0,0.823658375097488,0,0.902813609530877,0.508264093204241,2.50771552715533
3025,1.04061306187414,0.00163484044402568,0.179268224148743,0.120414555323199,0,1.36406657690117,0,0.935981946165789,0.389895249645928,2.70599725869128
3027,0.714533366306442,0,0.616093279268803,0.194412135586667,0,0.901060096771928,0,0.914938204868815,0.459880978158036,2.42609887793384
3033,1.05694018382266,0,0.132766170111207,0.235417465691483,0,1.07696491307344,0,0.911172506345343,0.46105105864074,2.50208873269879
3034,1.11944239755834,0.00317081362464486,0.385988151652348,0.394528073780592,0,0.54742036208192,0,0.885893716140963,0.55382985142508,2.45054979869785
3040,0.924710723623713,0,0.724047803067579,0.0580709058534211,0,0.741815990921651,0,0.899144945710518,0.501091890346104,2.44864542346636
3042,1.09215812184427,0,0.346851533909914,0.170831389858143,0,1.0571025890082,0,0.905973836896031,0.475741421978587,2.66694363462052
3045,0.95591937790676,0.00654231647908116,0.532653548188591,0.350498502097181,0,0.64166229385304,0,0.920002442866419,0.507734377285969,2.48727603852465
3055,1.04432455498336,0.00941653230188463,0.264265439339782,0.23630057987246,0,0.718144769039951,0,0.860048924499159,0.559870405003959,2.27245187553744
3063,0.624446343304351,0,0.423344378927103,0.174988778889141,0,1.55187754366121,0,0.92144721962893,0.400095670457561,2.77465704478181
3078,1.44471651811778,0.0458708075566135,0.442463615135802,0.0137975822908831,0,0.229113770156132,0,0.922636835015521,0.513608185853374,2.17596229325721
