Mixture,T.cells,B.cells,Monocytes,NK,DC,Neutrophils,P-value,Correlation,RMSE,Absolute score (sig.score)
3100,1.02927262919449,0,0.53955689156315,0.141549981614086,0,0.591841055259255,0,0.929040708507545,0.491172280985608,2.30222055763098
3115,1.06508623994899,0,0.428224185017683,0.197891562292045,0,0.683670304077422,0,0.925630943344592,0.488293918957563,2.37487229133614
3134,0.841780310153316,0.0147818969891455,0.742877672600866,0.274652815517272,0,0.702752595856123,0,0.906772442648474,0.509882359150297,2.57684529111672
3152,0.937954432520364,0.0209001730316921,0.56874654550006,0.327156074109311,0,0.277304478876296,0,0.9174729460949,0.543126422238525,2.13206170403772
3154,0.832409109235851,0.0659565203982742,0.388912676778268,0.202335437660492,0,0.769998113507179,0,0.918419320201622,0.482253293442738,2.25961185758006
3170,1.04077423289031,0.0100162421187611,0.44578832691252,0.181996516066728,0,0.633166877511405,0,0.923754410566025,0.495791139292381,2.31174219549973
3172,0.851691774751659,0,0.397070232353137,0.12847484754436,0,1.41150242273608,0,0.90930331758954,0.434518969258883,2.78873927738523
3174,1.18094905750593,0.049260317898593,0.293492685328543,0.24047005810361,0,0.783591565694047,0,0.902136330565733,0.515017374563023,2.54776368453072
3197,1.21096324841805,0.000972160029526912,0.225988708363682,0.318882372088551,0,0.66724751799322,0,0.914947761824433,0.50477199237511,2.42405400689303
3218,0.795948647310726,0,0.797330556582966,0.162352479152178,0,0.852131566712992,0,0.936213311301236,0.439031870059743,2.60776324975886
3228,1.17502298081774,0,0.218133116368286,0.360834732167976,0,0.658093393585582,0,0.903214004078084,0.519605550121303,2.41208422293958
3023,1.24567081425807,0,0.315193183157122,0.306363722645359,0,1.00277851631429,0,0.910208723069919,0.48910199570543,2.87000623637483
3039,0.859716564569029,0,0.267026531969332,0.257174010419453,0,1.4371784766191,0,0.916805067565678,0.424769799392834,2.82109558357691
3071,0.905348413178748,0,0.519629334996809,0.195118050007973,0,1.02597766254896,0,0.930355146334152,0.436815687698672,2.64607346073249
3081,0.969787192656531,0,0.256550067232433,0.0765428925807974,0,1.12781841714125,0,0.931417885340101,0.409256051753693,2.43069856961101
3089,1.32924174264408,0,0.363433610074916,0.307075925657732,0,0.483124978637568,0,0.91017143006031,0.528847158753541,2.4828762570143
3091,0.905766941744692,0.00411747089323636,0.479829542565059,0.085268306193459,0,1.33403630017065,0,0.908608552756132,0.440846735160663,2.8090185615671
3111,0.990855669108944,0,0.2698344408094,0.163061720457784,0,1.03262524572969,0,0.906290706823086,0.46832415902032,2.45637707610582
3112,1.03519560315297,0,0.413334384096014,0.346430968783857,0,0.902868536293873,0,0.925837930665317,0.473171247511153,2.69782949232671
3114,0.972956376654664,0,0.626932089719133,0.0993338683536527,0,0.767179745764169,0,0.908030283039387,0.492974370347749,2.46640208049162
3120,0.76862412309389,0.00977944093131394,0.622396135061177,0.34297394003862,0,0.561661392468558,0,0.91224265925227,0.517525842641665,2.30543503159356
3122,0.694452792288571,0,0.572853447402153,0.226703518862496,0,1.066424579725,0,0.920864225809552,0.435854740599398,2.56043433827822
3124,0.897662966721929,0.0103155740173712,0.574428077563512,0.242238688995152,0,0.939876202751898,0,0.921226835340072,0.465358014550279,2.66452151004986
3133,0.832807726833018,0.00407101099205783,0.267102096565021,0.333721585980313,0,1.15226515528871,0,0.92451488630538,0.43302478225746,2.58996757565912
3136,1.3078454820019,0,0.257831779935386,0.298506321807978,0,0.450955352003235,0,0.922818566872901,0.509070782314385,2.3151389357485
3141,1.07606130194448,0.042387641246362,0.46986690689936,0.148964377121178,0,0.678456715774735,0,0.912497024657635,0.50792318480993,2.41573694298611
3161,1.12047791039285,0.0716365051826465,0.207109673487071,0.209888715414632,0,0.63920215166714,0,0.912118479568822,0.510308030872987,2.24831495614434
3183,1.16563040729938,0,0.381247972112438,0.0858838660851955,0,1.12577075222737,0,0.91109713846837,0.461275140589404,2.75853299772439
3184,1.11061651668557,0.00401091853305797,0.353451181652124,0.150956474487888,0,1.04153964634877,0,0.875133657365963,0.519546867685164,2.66057473770741
3206,1.24568131959785,0,0.280635465293423,0.104254368431961,0,0.862882858855768,0,0.917917264969144,0.474663471211412,2.49345401217901
3221,0.900327474805047,0.0527711326151141,0.492398483268042,0.194716443513176,0,0.727068807810492,0,0.920090240712411,0.489975963135356,2.36728234201187
3223,1.02974343458419,0.0108251783147265,0.73968568286446,0.265451478511143,0,0.375148749248012,0,0.875705316590134,0.577487333239388,2.42085452352253
